event_id,pilot_mmsi,vessel_mmsi,pilot_ship_name,vessel_ship_name,vessel_ship_type_class,traffic_direction,start_time,meeting_time,end_time,duration_min,meeting_lat,meeting_lon,centroid_lat,centroid_lon,transfer_zone_class,inside_static_zone,inside_embark_zone,inside_disembark_zone,min_distance_m,avg_distance_m,max_distance_m,min_antenna_distance_m,avg_antenna_distance_m,min_center_distance_m,min_domain_clearance_m,avg_rel_speed_kn,avg_heading_diff_deg,course_aligned_share,speed_similar_share,boarding_operation_share,dominant_rule_tag,confidence_score,likely_transfer,escort_phase_duration_min,approach_phase_duration_min,alongside_phase_duration_min,separation_phase_duration_min,opening_distance_5min_after_transfer_m,opening_rate_m_per_min,surrounding_vessel_count_0_5nm,surrounding_vessel_count_1_0nm,nearest_third_vessel_mmsi,nearest_third_vessel_distance_m,nearest_third_vessel_center_cpa_m,nearest_third_vessel_cpa_m,nearest_third_vessel_hull_cpa_m,nearest_third_vessel_domain_clearance_m,nearest_third_vessel_tcpa_min,collision_risk_score,collision_risk_class,depth_m,depth_source,vessel_draft_m,pilot_draft_m,ukc_m,ukc_ratio,ukc_risk_class,in_fairway,fairway_name,dist_to_fairway_edge_m,dist_to_nearest_buoy_m,nearest_buoy_name,nearest_buoy_type,dist_to_breakwater_m,dist_to_restricted_area_m,sea_room_score,navigation_support_score,wind_speed_mps,wind_dir_deg,wave_height_m,visibility_km,tide_height_m,current_speed_kn,current_dir_deg,weather_exposure_score,shelter_score,night_day_flag,local_hour_kst,transfer_side_exposure,escape_corridor_availability,distance_to_open_sea_route_m,time_to_conflict_if_aborted_min,domain_overlap_fixed_hazards,transfer_feasibility_score,go_no_go,go_no_go_reason,required_ship_domain_m2,available_sea_room_m2,domain_clearance_ratio,emergency_turn_feasible,emergency_escape_route_feasible,mob_recovery_feasible,trajectory_restoration_feasible
INT_440702880_219324000_20240715_0420,440702880,219324000,KOREA NO.501,SALLY MAERSK,Cargo,inbound,2024-07-15 04:20:03+00:00,2024-07-15 04:22:51+00:00,2024-07-15 04:39:54+00:00,19.85,35.048890307412464,128.78508723939802,35.06014700449384,128.78844503929906,study_area_other,False,False,False,0.0,102.1615362007868,477.0914992996038,3.864575778597495,240.3923978618936,1.802107880516304,-286.81655847842626,0.5677207977207976,23.489572649572647,0.8188034188034188,0.9772079772079773,0.0,course_aligned_speed_similar,0.8893767924976257,True,3.97,8.93,2.98,3.97,,,48.0,113.0,440400610,629.1169928844682,587.0255337383854,284.95337876797026,389.4363530232682,287.6863530232683,-0.1644434724813724,6.248442155197592,medium,17.8,enc_geojson,15.100000381469727,3.5,2.699999618530274,0.17880791723976602,caution,False,KR5G3A44_RECTRC,342.66127232402806,238.96961701903106,Busan New Port East Breakwater West Light,breakwater_light,238.96961701903106,,0.0,0.5644835608536244,,,,,,,,1.0,0.9522060765961938,day,13,unknown,,,-0.1644434724813724,possible,0.8893767924976257,no_go,too_close_breakwater,756552.0596521868,1616304.181337737,2.1364084080093684,True,False,False,False
INT_440083810_219324000_20240715_0420,440083810,219324000,,SALLY MAERSK,Cargo,inbound,2024-07-15 04:20:16+00:00,2024-07-15 04:21:56+00:00,2024-07-15 04:38:25+00:00,18.15,35.04810059064327,128.78507723531135,35.06093092985932,128.78904257444847,study_area_other,False,False,False,0.0,79.33152120249606,449.6577471162067,21.130870412176343,250.8270107826455,28.691515331452862,-273.3806396389623,0.5533853098071398,16.243947476405413,0.8469429626590069,0.9860484201887568,0.0,course_aligned_speed_similar,0.8846355149774313,True,3.63,8.17,2.72,3.63,,,73.0,131.0,440400610,656.4616824323177,701.282141161499,399.20998619108383,501.11770858996545,399.3677085899655,-0.037992656815710034,6.22048997170232,low,17.9,enc_geojson,15.100000381469727,,2.799999618530272,0.18543043362875333,caution,False,KR5G3A44_RECTRC,303.840313030054,216.19027422771296,Busan New Port East Breakwater West Light,breakwater_light,216.19027422771296,,0.0,0.573456245891374,,,,,,,,1.0,0.9567619451544574,day,13,unknown,,,-0.037992656815710034,possible,0.8846355149774313,no_go,too_close_breakwater,756552.0596521868,1616304.181337737,2.1364084080093684,True,False,False,False
INT_373493000_538009273_20240715_0431,373493000,538009273,KING NO.7,CONFIDENCE,Cargo,outbound,2024-07-15 04:31:48+00:00,2024-07-15 04:33:14+00:00,2024-07-15 04:52:01+00:00,20.216666666666665,35.06576963600423,128.79865553040682,35.067553660644776,128.797729132271,study_area_other,False,False,False,0.0,131.23376112997602,426.38520402580514,12.257662361395154,170.17238775259932,14.385100693169212,-133.63189631154464,1.9390243902439024,76.84926829268292,0.3219512195121951,0.3365853658536585,0.4195121951219512,boarding_operation,0.7149015582655827,True,11.12,4.04,3.03,2.03,,,160.0,195.0,440013330,62.728001190310664,100.54449813980543,-17.82529916543335,22.774887640267067,-17.475112359732933,0.0367706432365976,5.693391268022138,high,16.0,enc_geojson,7.599999904632568,0.0,8.400000095367432,1.1052631843123082,safe,False,KR5G3A44_RECTRC,378.17826844146305,2021.7354219950419,Busan New Port West Breakwater Light,breakwater_light,2021.7354219950419,,0.0,0.4626203272086313,,,,,,,,1.0,0.5956529156009917,day,13,unknown,,,0.0367706432365976,none,0.7149015582655827,no_go,collision_risk_high,128484.85634651536,1616304.181337737,12.579725169934962,True,False,False,False
INT_373493000_477836900_20240715_0433,373493000,477836900,KING NO.7,ONE ORINOCO,Cargo,inbound,2024-07-15 04:33:25+00:00,2024-07-15 04:33:29+00:00,2024-07-15 04:51:02+00:00,17.616666666666667,35.06614957802087,128.80063738094793,35.06716783021824,128.80084897463226,study_area_other,False,False,False,188.4558782378882,292.0382355209223,362.7628080429928,418.10458858751576,470.8602922828389,374.040273841942,84.95587823788821,1.213089005235602,74.26387434554972,0.2146596858638743,0.0,0.9895287958115184,boarding_operation,0.5814579593865283,True,3.52,7.93,2.64,3.53,,,145.0,189.0,440013330,129.17908998783557,297.0991616348794,37.661965730300665,169.88186315744005,82.88186315744002,7.86997240592308,6.217794277145057,high,16.3,enc_geojson,12.100000381469727,0.0,4.199999618530274,0.3471073955470505,caution,False,KR5G3A44_RECTRC,430.8419420547321,2113.2437227826795,Busan New Port East Breakwater East Light,breakwater_light,2113.2437227826795,,0.0,0.4403471205955891,,,,,,,,1.0,0.5773512554434641,day,13,unknown,,,7.86997240592308,none,0.5814579593865283,no_go,collision_risk_high,684238.8799518569,1616304.181337737,2.362192837465565,True,False,False,False
INT_373493000_563158200_20240715_0433,373493000,563158200,KING NO.7,ATLANTIC SOUTH,Cargo,outbound,2024-07-15 04:33:25+00:00,2024-07-15 04:42:25+00:00,2024-07-15 04:51:02+00:00,17.616666666666667,35.06607014985441,128.79638189569823,35.06657497230296,128.79648583794338,study_area_other,False,False,False,251.47901429758485,326.17664109815104,408.2063347824919,323.57740601954896,400.1100824157647,337.5022353352776,197.22901429758485,1.1270588235294117,69.60352941176471,0.1254901960784313,0.0,0.9372549019607844,boarding_operation,0.5377900424018413,False,9.69,3.52,2.64,1.77,,,18.0,86.0,538009273,175.9329573091972,324.5004017992299,115.9063374067648,186.5154718584185,117.5154718584185,1.1642911429806473,6.021501908186277,medium,16.7,enc_geojson,7.0,0.0,9.7,1.3857142857142857,safe,False,KR5G3A44_RECTRC,243.1139295734561,1847.8701980413134,Busan New Port West Breakwater Light,breakwater_light,1847.8701980413134,,0.0,0.5096064430499869,,,,,,,,1.0,0.6304259603917373,day,13,unknown,,,1.1642911429806473,none,0.2688950212009206,review,collision_risk_medium;limited_sea_room;detection_not_confirmed,111143.2648986997,1616304.181337737,14.542529255469503,True,False,False,False
INT_440700180_563158200_20240715_0546,440700180,563158200,BARO ONE,ATLANTIC SOUTH,Cargo,outbound,2024-07-15 05:46:46+00:00,2024-07-15 05:46:46+00:00,2024-07-15 06:06:55+00:00,20.15,35.06548556892554,128.7947595124307,35.066686982892314,128.79297247297987,study_area_other,False,False,False,0.0,128.35592303424872,499.3929523954049,6.0740640415744505,168.22281910880807,17.298590023448206,-117.28204861067732,1.693186372745491,82.0935871743487,0.376753507014028,0.5731462925851704,0.2244488977955911,speed_similar_only,0.7307951736806947,True,11.08,4.03,3.02,2.02,,,22.0,98.0,440193090,39.53289561879196,28.76913755922407,-102.25863802998501,0.0,-91.54693455170849,0.17175938281821954,5.685794595318113,high,16.5,enc_geojson,7.0,0.0,9.5,1.3571428571428572,safe,False,KR5G3A44_RECTRC,227.73196896275402,1686.7493515849362,Busan New Port West Breakwater Light,breakwater_light,1686.7493515849362,,0.0,0.5385108455408102,,,,,,,,1.0,0.6626501296830127,day,14,unknown,,,0.17175938281821954,none,0.7307951736806947,no_go,collision_risk_high,111143.2648986997,1616304.181337737,14.542529255469503,True,False,False,False
INT_352003392_563150100_20240715_0709,352003392,563150100,,KOTA CARUM,Cargo,inbound,2024-07-15 07:09:29+00:00,2024-07-15 07:10:29+00:00,2024-07-15 08:05:24+00:00,55.916666666666664,35.04444348491293,128.78257260016795,35.061368500493614,128.79088175834045,study_area_other,False,False,False,0.0,61.626450045468026,499.6578766453944,2.2351905881971783,166.4542322768908,17.105221107363274,-249.7173359648162,0.5222895699908509,18.47757319304666,0.8044373284537969,0.5060612991765783,0.2948307410795974,course_aligned_speed_similar,0.8691975338644912,True,11.18,25.16,8.39,11.19,,,0.0,14.0,440129110,1506.59852730416,1193.7978115059966,959.8605797731345,1251.6172116735688,1173.6172116735688,-1.3237743284056356,5.839000584980686,low,18.3,enc_geojson,13.800000190734863,,4.499999809265137,0.32608693819340506,caution,False,KR65896D_NAVLNE,122.97930938926524,590.1200247501158,Busan New Port East Breakwater West Light,breakwater_light,590.1200247501158,,0.0,0.6336027587480979,,,,,,,,1.0,0.8819759950499768,day,16,unknown,,,-1.3237743284056356,none,0.8691975338644912,review,ukc_caution;limited_sea_room,565486.6776461628,1616304.181337737,2.8582533333333333,True,False,False,False
INT_440184720_563150100_20240715_0710,440184720,563150100,5 YONG SEONG,KOTA CARUM,Cargo,inbound,2024-07-15 07:10:03+00:00,2024-07-15 07:11:16+00:00,2024-07-15 08:17:09+00:00,67.1,35.04660412903745,128.78253104735393,35.06193637992384,128.79153431879664,study_area_other,False,False,False,0.0,76.1488879358993,497.88208194900847,9.125018468767834,224.3775270645067,0.7736341030884314,-250.6619407387268,0.5407500787897889,25.417254963756697,0.6318941065237945,0.5442798613299716,0.3153167349511503,course_aligned_speed_similar,0.8460979532163743,True,13.42,30.19,10.06,13.43,,,0.0,24.0,440400610,1686.7552779734078,1435.4716203794658,1168.6490633072863,1390.7008451084655,1300.7008451084655,1.8675061322970838,5.390292916498973,low,18.0,enc_geojson,13.800000190734863,0.0,4.199999809265137,0.3043478080590869,caution,False,KR65896D_RECTRC,23.69273675614253,471.45720860131485,Busan New Port East Breakwater West Light,breakwater_light,471.45720860131485,,0.0,0.6468409684325144,,,,,,,,1.0,0.9057085582797371,day,16,unknown,,,1.8675061322970838,possible,0.8460979532163743,review,hazard_overlap_possible;ukc_caution;limited_sea_room,565486.6776461628,1616304.181337737,2.8582533333333333,True,False,False,False
INT_440005000_352002269_20240715_0725,440005000,352002269,YUNG CHANG T-1,HONOR VOYAGER,Cargo,inbound,2024-07-15 07:25:02+00:00,2024-07-15 07:30:02+00:00,2024-07-15 07:43:38+00:00,18.6,35.043863651631526,128.78377441215014,35.050857402464125,128.783695064464,study_area_other,False,False,False,0.0,259.9730204999965,497.7462907267954,64.80499352408606,362.1556117216395,65.67611003327984,-56.00012597409641,0.9276826484018266,10.601141552511416,0.8984018264840182,0.940068493150685,0.0,course_aligned_speed_similar,0.8901531028031455,True,3.72,8.37,2.79,3.72,,,207.0,387.0,636023344,83.72749346411327,841.7087983317109,706.2298318945,821.1353278158392,773.1353278158392,4.806997222322704,5.5118302551051555,low,18.3,enc_geojson,6.099999904632568,0.0,12.200000095367432,2.0000000469020165,safe,False,KR65896D_NAVLNE,29.968964956324744,563.4923263221289,Busan New Port East Breakwater West Light,breakwater_light,563.4923263221289,,0.0,0.6460041380058233,,,,,,,,1.0,0.8873015347355743,day,16,unknown,,,4.806997222322704,none,0.8901531028031455,review,limited_sea_room,93518.93011206096,1616304.181337737,17.2831765654394,True,True,False,True
INT_440184720_477836900_20240715_0729,440184720,477836900,5 YONG SEONG,ONE ORINOCO,Cargo,inbound,2024-07-15 07:29:50+00:00,2024-07-15 07:59:59+00:00,2024-07-15 08:17:09+00:00,47.31666666666667,35.06635517270786,128.8014175859445,35.06674562794703,128.80143118629204,study_area_other,False,False,False,124.98913655098596,209.94247634859255,329.7605951384089,317.18856678344736,367.00998751508934,305.28357095377095,30.939136837088256,0.5570776255707762,65.12876712328767,0.4018264840182648,0.0,0.6438356164383562,boarding_operation,0.669593276060276,True,9.46,21.29,7.1,9.47,,,378.0,472.0,440013330,256.2092822768346,117.21295074242656,-142.2242451621522,299.0936665780621,212.09366657806208,29.593740364320336,5.5705342619846965,high,17.2,enc_geojson,12.100000381469727,0.0,5.099999618530273,0.42148755849136604,safe,False,KR5G3A44_NAVLNE,445.8955520414785,2156.7063658817997,Busan New Port East Breakwater East Light,breakwater_light,2156.7063658817997,,0.0,0.43109619874750293,,,,,,,,1.0,0.56865872682364,day,16,unknown,,,29.593740364320336,none,0.669593276060276,no_go,collision_risk_high,684238.8799518569,1616304.181337737,2.362192837465565,True,False,False,False
