event_id,pilot_mmsi,vessel_mmsi,pilot_ship_name,vessel_ship_name,vessel_ship_type_class,traffic_direction,start_time,meeting_time,end_time,duration_min,meeting_lat,meeting_lon,centroid_lat,centroid_lon,transfer_zone_class,inside_static_zone,inside_embark_zone,inside_disembark_zone,min_distance_m,avg_distance_m,max_distance_m,min_antenna_distance_m,avg_antenna_distance_m,min_center_distance_m,min_domain_clearance_m,avg_rel_speed_kn,avg_heading_diff_deg,course_aligned_share,speed_similar_share,boarding_operation_share,dominant_rule_tag,confidence_score,likely_transfer,escort_phase_duration_min,approach_phase_duration_min,alongside_phase_duration_min,separation_phase_duration_min,opening_distance_5min_after_transfer_m,opening_rate_m_per_min,surrounding_vessel_count_0_5nm,surrounding_vessel_count_1_0nm,nearest_third_vessel_mmsi,nearest_third_vessel_distance_m,nearest_third_vessel_center_cpa_m,nearest_third_vessel_cpa_m,nearest_third_vessel_hull_cpa_m,nearest_third_vessel_domain_clearance_m,nearest_third_vessel_tcpa_min,collision_risk_score,collision_risk_class,depth_m,depth_source,vessel_draft_m,pilot_draft_m,ukc_m,ukc_ratio,ukc_risk_class,in_fairway,fairway_name,dist_to_fairway_edge_m,dist_to_nearest_buoy_m,nearest_buoy_name,nearest_buoy_type,dist_to_breakwater_m,dist_to_restricted_area_m,sea_room_score,navigation_support_score,wind_speed_mps,wind_dir_deg,wave_height_m,visibility_km,tide_height_m,current_speed_kn,current_dir_deg,weather_exposure_score,shelter_score,night_day_flag,local_hour_kst,transfer_side_exposure,escape_corridor_availability,distance_to_open_sea_route_m,time_to_conflict_if_aborted_min,domain_overlap_fixed_hazards,transfer_feasibility_score,go_no_go,go_no_go_reason,required_ship_domain_m2,available_sea_room_m2,domain_clearance_ratio,emergency_turn_feasible,emergency_escape_route_feasible,mob_recovery_feasible,trajectory_restoration_feasible
INT_440113610_215183000_20240501_0035,440113610,215183000,GAENARI,CMA CGM NEW JERSEY,Cargo,outbound,2024-05-01 00:35:01+00:00,2024-05-01 00:36:31+00:00,2024-05-01 01:23:34+00:00,48.55,35.06740726565157,128.80692658421626,35.06842732947048,128.80553875496707,study_area_other,False,False,False,0.0,46.24220773722827,433.2856573518561,29.522818156288256,158.90285244200524,9.976432613220505,-235.0274460066339,0.7594137931034481,53.21944827586208,0.373103448275862,0.0406896551724137,0.68,boarding_operation,0.7561627538314175,True,26.7,9.71,7.28,4.86,,,12.0,60.0,215765000,493.91881199066825,562.7383428527962,65.10206041422703,230.10342966201722,65.10342966201722,,5.705343567679547,high,17.8,enc_geojson,11.600000381469727,0.0,6.199999618530274,0.5344827081587329,safe,False,KR5G3A44_RECTRC,592.69569399006,2466.686398768554,Busan New Port East Breakwater East Light,breakwater_light,2466.686398768554,,0.0,0.35985950767323294,,,,,,,,1.0,0.5066627202462892,day,9,unknown,,,,none,0.7561627538314175,no_go,collision_risk_high,543093.4052113747,1616304.181337737,2.9761071775649035,True,False,False,False
INT_440113610_215765000_20240501_0036,440113610,215765000,GAENARI,CMA CGM TENERE,Cargo,inbound,2024-05-01 00:36:31+00:00,2024-05-01 00:54:10+00:00,2024-05-01 01:03:32+00:00,27.016666666666666,35.067741211834026,128.80933108875382,35.067876346122496,128.80975751925368,study_area_other,False,False,False,215.71239251729415,303.3319632536562,367.7481344673489,479.9140718656247,490.7490820893112,414.36618449000656,114.46239251729412,0.5210526315789474,94.46666666666664,0.0,0.0,1.0,boarding_operation,0.5608028276475183,True,5.4,12.16,4.05,5.41,,,63.0,70.0,215183000,153.68719356736034,284.0936987547518,-213.54258368381738,0.0,-213.54286236778313,,6.027129089172753,high,16.2,enc_geojson,14.600000381469727,0.0,1.5999996185302727,0.10958901210447823,critical,False,KR5G3A44_NAVLNE,669.4666772638926,2610.5292479901445,Busan New Port East Breakwater East Light,breakwater_light,2610.5292479901445,,0.0,0.3607377763648143,,,,,,,,1.0,0.47789415040197114,day,9,unknown,,,,none,0.5608028276475183,no_go,collision_risk_high;ukc_critical,841670.3710085487,1616304.181337737,1.920352951715489,True,False,False,False
INT_440909000_352153000_20240501_0123,440909000,352153000,JONGHAP NO 36,SONGYUNHE,Cargo,inbound,2024-05-01 01:23:43+00:00,2024-05-01 01:23:52+00:00,2024-05-01 01:34:06+00:00,10.383333333333333,35.05281585404934,128.7847450670672,35.06333168411467,128.7901229783042,study_area_other,False,False,False,0.0,151.56951843320067,474.1021264485531,13.290052457248072,247.76700999359943,23.56101618286434,-148.6983795333917,0.428926847382102,7.796472335685109,0.9071667285555144,1.0,0.0,course_aligned_speed_similar,0.8266844648677641,True,2.08,4.67,1.56,2.07,,,0.0,24.0,440303500,1138.8633511828402,1026.1265844007135,861.7718332666717,932.2334171019851,871.2334171019851,-1.3513977387698126,5.38840063086863,low,17.3,enc_geojson,6.699999809265137,3.200000047683716,10.600000190734864,1.5820896257454495,safe,False,KR5G3A44_RECTRC,496.24967131339247,594.8046901190966,Busan New Port East Breakwater West Light,breakwater_light,594.8046901190966,,0.0,0.5838333771582144,,,,,,,,1.0,0.8810390619761806,day,10,unknown,,,-1.3513977387698126,none,0.8266844648677641,review,limited_sea_room,212723.52175987206,1616304.181337737,7.598145085066164,True,True,False,True
INT_440700180_352153000_20240501_0123,440700180,352153000,BARO ONE,SONGYUNHE,Cargo,inbound,2024-05-01 01:23:55+00:00,2024-05-01 01:23:56+00:00,2024-05-01 01:34:34+00:00,10.65,35.05093724430663,128.78448870763768,35.06355243883926,128.79044043862928,study_area_other,False,False,False,0.0,148.86342659681756,498.5792118543797,5.170732614727433,238.4462878518896,16.151008054952182,-157.06360735950605,0.2784715750232995,5.932277104690898,0.9448586517552034,0.996582789686238,0.0,course_aligned_speed_similar,0.8381848313831072,True,2.13,4.79,1.6,2.13,,,1.0,30.0,440303500,894.7653548646974,1051.8469379310436,887.4921867970019,954.5004743938995,893.5004743938995,-1.429579611744354,5.4403084733408615,low,18.2,enc_geojson,6.699999809265137,0.0,11.500000190734863,1.7164179877784498,safe,False,KR5G3A44_RECTRC,380.5296663485257,427.94828795666456,Busan New Port East Breakwater West Light,breakwater_light,427.94828795666456,,0.0,0.5992627111535299,,,,,,,,1.0,0.9144103424086671,day,10,unknown,,,-1.429579611744354,possible,0.8381848313831072,review,hazard_overlap_possible;limited_sea_room,212723.52175987206,1616304.181337737,7.598145085066164,True,True,False,True
INT_440127410_215183000_20240501_0140,440127410,215183000,PILOT 11 EULSOOKDO,CMA CGM NEW JERSEY,Cargo,outbound,2024-05-01 01:40:53+00:00,2024-05-01 01:42:43+00:00,2024-05-01 01:51:48+00:00,10.916666666666666,35.036528388771444,128.78019408942072,35.025832091618994,128.78447021526662,study_area_other,False,False,False,0.0,176.17431992429587,496.07349796147776,24.23473772050287,320.0089246364625,16.735011013183115,-216.4855234850323,4.944002890173411,17.576445086705203,0.846820809248555,0.5780346820809249,0.0,course_aligned_speed_similar,0.6927826047687862,True,6.0,2.18,1.64,1.1,,,0.0,0.0,440303500,3083.340251223691,332.32252100469685,85.65870632085426,2954.48824716164,2865.98824716164,-6.260798031969418,5.261292406686364,high,17.6,enc_geojson,11.600000381469727,24.0,5.999999618530275,0.5172413294153764,safe,False,KR65896D_RECTRC,741.0211132743692,1430.7608287935118,Busan New Port East Breakwater West Light,breakwater_light,1430.7608287935118,,1.0,0.5127370467644988,,,,,,,,1.0,0.7138478342412977,day,10,unknown,,,-6.260798031969418,none,0.6927826047687862,no_go,collision_risk_high,543093.4052113747,10775361.208918246,19.840714517099354,True,False,False,False
INT_440127410_256163000_20240501_0155,440127410,256163000,PILOT 11 EULSOOKDO,CMA CGM URAL,Cargo,inbound,2024-05-01 01:55:00+00:00,2024-05-01 01:55:06+00:00,2024-05-01 02:15:17+00:00,20.283333333333335,34.99904925865408,128.8058104630765,35.03553190454276,128.78672287142612,study_area_other,False,False,False,0.0,247.23755962045155,491.3698599433018,27.783840068717236,405.7202984322095,23.05443379113574,-215.7855801373242,9.652,7.876736842105264,0.9421052631578948,0.0747368421052631,0.0,course_aligned_only,0.7037743859649123,True,4.06,9.13,3.04,4.05,,,0.0,40.0,215183000,1115.8994362395674,1133.3525672099138,684.9967186939581,834.2107164896294,685.7107164896294,0.08235525780203869,6.428010395329855,low,21.0,enc_geojson,10.600000381469727,24.0,10.399999618530273,0.981132004175294,safe,False,KR5G3E22_RECTRC,38.59432904189657,5547.738554160281,Busan New Port East Breakwater East Light,breakwater_light,5547.738554160281,,0.0,0.4448540894610804,,,,,,,,1.0,0.0,day,10,unknown,,,0.08235525780203869,none,0.7037743859649123,review,limited_sea_room,565486.6776461628,1616304.181337737,2.8582533333333333,True,True,False,True
INT_440155260_256163000_20240501_0210,440155260,256163000,JONGHAP65HO,CMA CGM URAL,Cargo,inbound,2024-05-01 02:10:03+00:00,2024-05-01 02:12:24+00:00,2024-05-01 03:30:45+00:00,80.7,35.04784008553818,128.7847956555488,35.064037712228945,128.79821264965065,study_area_other,False,False,False,0.0,58.905796655441776,489.20901560410937,5.627460706556218,215.84582838302148,3.396747455002005,-264.08601408606205,0.5919552977307626,22.683808223852584,0.7858727179662174,0.4002729909571745,0.2465449581982597,course_aligned_only,0.8494584221975772,True,16.14,36.32,12.1,16.14,,,0.0,6.0,563158600,1583.808456436984,1008.2881052095895,683.779850615598,1043.9488726047884,936.6988726047884,6.018957052889958,5.633670645871491,low,18.2,enc_geojson,10.600000381469727,0.0,7.599999618530273,0.7169810702852547,safe,False,KR5G3A44_RECTRC,263.068771703547,241.40416769533473,Busan New Port East Breakwater West Light,breakwater_light,241.40416769533473,,0.4,0.5746901358236379,,,,,,,,1.0,0.951719166460933,day,11,unknown,,,6.018957052889958,possible,0.8494584221975772,no_go,too_close_breakwater,565486.6776461628,5387680.604459123,9.52751111111111,True,True,True,True
INT_440112210_256163000_20240501_0211,440112210,256163000,KOREA NO.1,CMA CGM URAL,Cargo,inbound,2024-05-01 02:11:54+00:00,2024-05-01 02:12:06+00:00,2024-05-01 03:31:13+00:00,79.31666666666666,35.04594233984498,128.78457877345085,35.06561505599236,128.80080763382892,study_area_other,False,False,False,0.0,44.89241725875062,482.54625879617015,24.99294014583161,156.1689205981072,23.65957845917928,-243.82318308188476,0.6207886343867789,19.626674398376345,0.769788344447666,0.3253116845462452,0.3258915627718179,course_aligned_only,0.8479133363938018,True,15.86,35.69,11.9,15.87,,,0.0,8.0,563158600,1473.6572399456797,973.8826554222418,649.3744008282503,1064.1105975660614,956.8605975660614,7.289438250052464,5.627675614859717,low,18.0,enc_geojson,10.600000381469727,0.0,7.399999618530273,0.6981131464359662,safe,False,KR5G3A44_NAVLNE,150.39970056754603,342.9508290341426,Busan New Port East Breakwater West Light,breakwater_light,342.9508290341426,,0.19999999999999996,0.6299467065909938,,,,,,,,1.0,0.9314098341931715,day,11,unknown,,,7.289438250052464,possible,0.8479133363938018,review,hazard_overlap_possible;limited_sea_room,565486.6776461628,3591787.0696394155,6.351674074074074,True,True,False,True
INT_440909000_563147400_20240501_0219,440909000,563147400,JONGHAP NO 36,PACIFIC SINGAPORE,Cargo,outbound,2024-05-01 02:19:20+00:00,2024-05-01 02:19:59+00:00,2024-05-01 02:52:56+00:00,33.6,35.06513494233549,128.79512851238354,35.06726731610911,128.79413001009937,study_area_other,False,False,False,0.0,57.35865176841027,497.8181384861705,3.5922706140647547,117.13830182847884,1.7841486998440774,-128.93671664424863,1.6204752475247524,43.6109702970297,0.462970297029703,0.1029702970297029,0.5358415841584159,boarding_operation,0.759045594059406,True,18.48,6.72,5.04,3.36,,,33.0,64.0,256163000,301.9888896485086,308.152089774002,-16.356164819989544,125.31272584336827,18.0627258433683,1.0316021690784776,6.223712518635253,high,16.2,enc_geojson,7.300000190734863,3.200000047683716,8.899999809265136,1.2191780242089565,safe,False,KR5G3A44_RECTRC,280.2507847874104,1699.858643652713,Busan New Port West Breakwater Light,breakwater_light,1699.858643652713,,0.0,0.5293234547528931,,,,,,,,1.0,0.6600282712694574,day,11,unknown,,,1.0316021690784776,none,0.759045594059406,no_go,collision_risk_high,104558.4866967755,1616304.181337737,15.458373895799532,True,False,False,False
INT_440909000_636020351_20240501_0219,440909000,636020351,JONGHAP NO 36,ZIM HAIFA,Cargo,inbound,2024-05-01 02:19:36+00:00,2024-05-01 02:32:40+00:00,2024-05-01 02:51:32+00:00,31.933333333333337,35.06582993831319,128.7967211134805,35.066338662335546,128.7967936653083,study_area_other,False,False,False,118.64296473040844,231.00172867164943,356.0246060730053,323.2948906660984,381.0309088928405,276.77983223762743,34.39296473040844,0.8494791666666667,80.10208333333334,0.2708333333333333,0.0,0.8072916666666666,boarding_operation,0.6447175053052734,True,6.39,14.37,4.79,6.38,,,135.0,167.0,563147400,149.3505788094507,343.113843369314,36.40665996440487,137.9063737429305,36.4063737429305,,5.55124200497486,high,16.4,enc_geojson,10.5,3.200000047683716,5.899999999999999,0.5619047619047618,safe,False,KR5G3A44_NAVLNE,283.0699773642089,1863.924950773,Busan New Port West Breakwater Light,breakwater_light,1863.924950773,,0.0,0.5016031778892721,,,,,,,,1.0,0.6272150098453999,day,11,unknown,,,,none,0.6447175053052734,no_go,collision_risk_high,482102.5254345825,1616304.181337737,3.3526150477655126,True,False,False,False
