event_id,pilot_mmsi,vessel_mmsi,pilot_ship_name,vessel_ship_name,vessel_ship_type_class,traffic_direction,start_time,meeting_time,end_time,duration_min,meeting_lat,meeting_lon,centroid_lat,centroid_lon,transfer_zone_class,inside_static_zone,inside_embark_zone,inside_disembark_zone,min_distance_m,avg_distance_m,max_distance_m,min_antenna_distance_m,avg_antenna_distance_m,min_center_distance_m,min_domain_clearance_m,avg_rel_speed_kn,avg_heading_diff_deg,course_aligned_share,speed_similar_share,boarding_operation_share,dominant_rule_tag,confidence_score,likely_transfer,escort_phase_duration_min,approach_phase_duration_min,alongside_phase_duration_min,separation_phase_duration_min,opening_distance_5min_after_transfer_m,opening_rate_m_per_min,surrounding_vessel_count_0_5nm,surrounding_vessel_count_1_0nm,nearest_third_vessel_mmsi,nearest_third_vessel_distance_m,nearest_third_vessel_center_cpa_m,nearest_third_vessel_cpa_m,nearest_third_vessel_hull_cpa_m,nearest_third_vessel_domain_clearance_m,nearest_third_vessel_tcpa_min,collision_risk_score,collision_risk_class,depth_m,depth_source,vessel_draft_m,pilot_draft_m,ukc_m,ukc_ratio,ukc_risk_class,in_fairway,fairway_name,dist_to_fairway_edge_m,dist_to_nearest_buoy_m,nearest_buoy_name,nearest_buoy_type,dist_to_breakwater_m,dist_to_restricted_area_m,sea_room_score,navigation_support_score,wind_speed_mps,wind_dir_deg,wave_height_m,visibility_km,tide_height_m,current_speed_kn,current_dir_deg,weather_exposure_score,shelter_score,night_day_flag,local_hour_kst,transfer_side_exposure,escape_corridor_availability,distance_to_open_sea_route_m,time_to_conflict_if_aborted_min,domain_overlap_fixed_hazards,transfer_feasibility_score,go_no_go,go_no_go_reason,required_ship_domain_m2,available_sea_room_m2,domain_clearance_ratio,emergency_turn_feasible,emergency_escape_route_feasible,mob_recovery_feasible,trajectory_restoration_feasible
INT_440127410_353160000_20240322_0005,440127410,353160000,PILOT 11 EULSOOKDO,MSC SONIA,Cargo,inbound,2024-03-22 00:05:15+00:00,2024-03-22 00:05:15+00:00,2024-03-22 00:19:56+00:00,14.683333333333334,35.036382280866334,128.78406541448496,35.03471140632657,128.78481740736285,study_area_other,False,False,False,0.9541338112501876,177.3207703366306,383.95955633525966,191.32051932093603,346.5018535949856,191.64425047027908,-96.54586618874984,1.037579617834395,167.67834394904455,0.0127388535031847,0.9872611464968152,0.0,speed_similar_only,0.6646247065497679,True,2.94,6.61,2.2,2.93,,,47.0,166.0,311001120,155.84871860361,275.0527947171215,-41.7800695545115,286.15124751486627,179.65124751486627,0.6559515110309267,6.975099330886307,high,17.3,enc_geojson,12.399999618530273,24.0,4.900000381469727,0.39516133324288816,caution,False,KR65896D_NAVLNE,358.9701052560698,1321.9445546080913,Busan New Port East Breakwater West Light,breakwater_light,1321.9445546080913,,0.0,0.5818132268645089,,,,,,,,1.0,0.7356110890783818,day,9,unknown,,,0.6559515110309267,none,0.6646247065497679,no_go,collision_risk_high,841670.3710085487,1616304.181337737,1.920352951715489,True,False,False,False
INT_440335980_353160000_20240322_0009,440335980,353160000,HANKOOK51,MSC SONIA,Cargo,inbound,2024-03-22 00:09:31+00:00,2024-03-22 00:10:17+00:00,2024-03-22 00:23:11+00:00,13.666666666666666,35.04875869028388,128.78515793828302,35.060357724361886,128.7877424470307,study_area_other,False,False,False,0.0,102.39569665629988,499.7643842375261,37.05682731741637,262.8004582320681,35.3510297527929,-267.1670768383752,0.7651362984218076,19.63098995695839,0.7507173601147776,1.0,0.0,course_aligned_speed_similar,0.822463853020883,True,2.73,6.15,2.05,2.74,,,0.0,5.0,311001120,1649.7791973017302,196.95918032528695,-119.87368394634606,1277.6995464091087,1171.1995464091087,-2.5008171851088905,6.36210075340788,high,17.8,enc_geojson,12.399999618530273,0.0,5.400000381469727,0.43548391512852075,safe,False,KR5G3A44_NAVLNE,343.4636407542558,226.98378836685367,Busan New Port East Breakwater West Light,breakwater_light,226.98378836685367,,0.5,0.566374216504957,,,,,,,,1.0,0.9546032423266293,day,9,unknown,,,-2.5008171851088905,possible,0.822463853020883,no_go,collision_risk_high;too_close_breakwater,841670.3710085487,6285627.371868975,7.468039256671343,True,False,False,False
INT_441925000_353160000_20240322_0010,441925000,353160000,601.BAEK RYONG HO,MSC SONIA,Cargo,inbound,2024-03-22 00:10:15+00:00,2024-03-22 00:12:04+00:00,2024-03-22 00:24:33+00:00,14.3,35.04951244022773,128.78517360115643,35.06123444680938,128.78875162356684,study_area_other,False,False,False,0.0,117.94898218103754,481.102844617335,15.229140188468133,281.77034695089077,14.665110593652916,-302.1677536779801,0.7721153846153848,28.030108173076925,0.7451923076923077,1.0,0.0,course_aligned_speed_similar,0.8187124065170941,True,2.86,6.44,2.14,2.86,,,0.0,0.0,351664000,2101.2199293889403,1148.6251234597398,764.1961513472583,1605.0341916867624,1477.7841916867624,4.9466002051318165,5.660992193220425,low,17.8,enc_geojson,12.399999618530273,4.5,5.400000381469727,0.43548391512852075,safe,False,KR5G3A44_NAVLNE,381.1310055206608,270.42792686627007,Busan New Port East Breakwater West Light,breakwater_light,270.42792686627007,,1.0,0.5541112114528669,,,,,,,,1.0,0.945914414626746,day,9,unknown,,,4.9466002051318165,possible,0.8187124065170941,review,hazard_overlap_possible,841670.3710085487,10775361.208918246,12.80235301143659,True,True,True,True
INT_440116550_563158600_20240322_0029,440116550,563158600,212 HWANG RYONG,PACIFIC TIANJIN,Cargo,inbound,2024-03-22 00:29:13+00:00,2024-03-22 00:29:52+00:00,2024-03-22 01:01:41+00:00,32.46666666666667,35.0489973615054,128.78452753623077,35.06261256050076,128.79042329283283,study_area_other,False,False,False,0.0,87.35126182621721,498.08055364939617,7.7708288092180915,138.68729768873183,0.3937082992068281,-110.75102611713191,0.6815685304304799,14.756481939633844,0.7731321128154379,0.4995051954477981,0.2523503216229589,course_aligned_speed_similar,0.8641260823849579,True,6.49,14.61,4.87,6.5,,,25.0,59.0,440002070,337.76607449275843,323.09526738318857,194.31553449795555,295.1704591159196,241.92045911591956,-0.27035760228673134,5.847853803985389,medium,17.8,enc_geojson,7.300000190734863,0.0,10.499999809265137,1.4383561006740389,safe,False,KR5G3A44_NAVLNE,291.54040608121727,290.19659074224916,Busan New Port East Breakwater West Light,breakwater_light,290.19659074224916,,0.0,0.5627618473987962,,,,,,,,1.0,0.9419606818515501,day,9,unknown,,,-0.27035760228673134,possible,0.8641260823849579,review,hazard_overlap_possible;collision_risk_medium;limited_sea_room,104558.4866967755,1616304.181337737,15.458373895799532,True,False,False,False
INT_440008040_563158600_20240322_0042,440008040,563158600,SIN SUN DAE,PACIFIC TIANJIN,Cargo,inbound,2024-03-22 00:42:04+00:00,2024-03-22 00:50:04+00:00,2024-03-22 00:55:54+00:00,13.833333333333334,35.065990319687685,128.79511273344897,35.06634121601863,128.79466611310738,study_area_other,False,False,False,0.0,167.9135236388725,495.15188336983897,34.98002566685683,220.8589095374849,14.457129188262956,-123.5585590005924,1.429560975609756,56.6839024390244,0.488780487804878,0.0,0.7180487804878048,boarding_operation,0.6894371951219512,True,2.77,6.22,2.08,2.76,,,67.0,73.0,351664000,210.32454249392626,225.86645749695776,20.254661467253868,88.62529771195759,20.625297711957586,-2.1006595807853783,6.071475091138716,high,16.4,enc_geojson,7.300000190734863,0.0,9.099999809265135,1.2465752837670916,safe,False,KR5G3A44_NAVLNE,192.81661157479022,1741.1289620305622,Busan New Port West Breakwater Light,breakwater_light,1741.1289620305622,,0.0,0.5341029581182676,,,,,,,,1.0,0.6517742075938875,day,9,unknown,,,-2.1006595807853783,none,0.6894371951219512,no_go,collision_risk_high,104558.4866967755,1616304.181337737,15.458373895799532,True,False,False,False
INT_440116550_351664000_20240322_0042,440116550,351664000,212 HWANG RYONG,ITX EHIME,Cargo,outbound,2024-03-22 00:42:42+00:00,2024-03-22 00:53:23+00:00,2024-03-22 00:59:33+00:00,16.85,35.065251735124534,128.79623352197277,35.06533474067032,128.796103384652,study_area_other,False,False,False,148.24159678005594,178.4802677623735,296.04522334019543,219.22294755895211,245.944584821608,229.70694598431575,107.99159678005596,0.46875,30.767500000000005,0.5625,0.0,0.4375,course_aligned_only,0.6717361183208553,True,9.27,3.37,2.53,1.68,,,98.0,104.0,563158600,111.6652264852924,173.33553109292913,-32.276264936774766,35.72316930472286,-32.27683069527714,,5.224347325609282,high,16.4,enc_geojson,6.900000095367432,0.0,9.499999904632567,1.3768115613521137,safe,False,KR5G3A44_RECTRC,319.24918906332294,1796.6854563116926,Busan New Port West Breakwater Light,breakwater_light,1796.6854563116926,,0.0,0.5079858654062748,,,,,,,,1.0,0.6406629087376614,day,9,unknown,,,,none,0.6717361183208553,no_go,collision_risk_high,128484.85634651536,1616304.181337737,12.579725169934962,True,False,False,False
INT_440116550_440152720_20240322_0042,440116550,440152720,212 HWANG RYONG,SAM SUNG HO,Tanker,inbound,2024-03-22 00:42:42+00:00,2024-03-22 00:59:22+00:00,2024-03-22 00:59:43+00:00,17.016666666666666,35.06572548094469,128.79624310766064,35.06584733962507,128.79601364056407,study_area_other,False,False,False,229.84663498064333,275.606684752201,351.74230580488506,246.1370710162261,295.50905132616856,245.48998118129333,214.84663498064333,0.9234615384615384,137.64413461538462,0.0163461538461538,0.0,0.9961538461538462,boarding_operation,0.5165904164475115,False,3.4,7.66,2.55,3.41,,,10.0,16.0,351664000,102.57283401623884,86.2803503048117,-38.83005750920343,7.4199353261332135,-38.83006467386679,,4.62919746370901,high,16.4,enc_geojson,0.0,0.0,16.4,,safe,False,KR5G3A44_NAVLNE,271.6673318611481,1819.6618585835251,Busan New Port West Breakwater Light,breakwater_light,1819.6618585835251,,0.0,0.5105007126545926,,,,,,,,1.0,0.636067628283295,day,9,unknown,,,,none,0.25829520822375573,no_go,collision_risk_high,760.26542216873,1616304.181337737,2125.9735537190086,True,False,False,False
INT_440008040_351664000_20240322_0043,440008040,351664000,SIN SUN DAE,ITX EHIME,Cargo,outbound,2024-03-22 00:43:35+00:00,2024-03-22 00:52:35+00:00,2024-03-22 00:55:54+00:00,12.316666666666666,35.06527401296172,128.7964173857664,35.06606146276093,128.79608143194372,study_area_other,False,False,False,100.0524502089513,249.8266978345706,495.0169967598098,183.268363766876,310.294192907557,197.8887531857277,49.3024502089513,1.4759036144578312,49.52289156626506,0.4578313253012048,0.0,0.6024096385542169,boarding_operation,0.6120630747206801,True,6.77,2.46,1.85,1.24,,,102.0,109.0,440152720,121.83124753324755,80.45149129642122,-44.65891651759391,1.5910800622332033,-44.6589199377668,,4.775820200948225,high,16.4,enc_geojson,6.900000095367432,0.0,9.499999904632567,1.3768115613521137,safe,False,KR5G3A44_RECTRC,325.44982977583163,1812.9738486642848,Busan New Port West Breakwater Light,breakwater_light,1812.9738486642848,,0.0,0.5044443812525083,,,,,,,,1.0,0.637405230267143,day,9,unknown,,,,none,0.6120630747206801,no_go,collision_risk_high,128484.85634651536,1616304.181337737,12.579725169934962,True,False,False,False
INT_440008040_440152720_20240322_0043,440008040,440152720,SIN SUN DAE,SAM SUNG HO,Tanker,outbound,2024-03-22 00:43:45+00:00,2024-03-22 00:52:25+00:00,2024-03-22 00:56:05+00:00,12.333333333333334,35.06565128409204,128.79646833726378,35.0665076721796,128.79612628354332,study_area_other,False,False,False,172.40579398651417,286.72263800412566,499.9763203773557,205.7740801120207,319.7924732341783,204.4200939596807,146.9057939865142,1.2603773584905662,80.62924528301888,0.3155136268343815,0.0,0.8406708595387841,boarding_operation,0.5341985571510683,False,6.78,2.47,1.85,1.23,,,46.0,53.0,351664000,82.23708240210918,84.63090018087287,-40.47950763314226,5.770486555084872,-40.47951344491513,,4.6342385647463225,high,16.4,enc_geojson,0.0,0.0,16.4,,safe,False,KR5G3A44_RECTRC,289.5505500174884,1834.6400779803066,Busan New Port West Breakwater Light,breakwater_light,1834.6400779803066,,0.0,0.505619913667617,,,,,,,,1.0,0.6330719844039387,day,9,unknown,,,,none,0.26709927857553417,no_go,collision_risk_high,760.26542216873,1616304.181337737,2125.9735537190086,True,False,False,False
INT_440127410_538007479_20240322_0135,440127410,538007479,PILOT 11 EULSOOKDO,HYUNDAI COURAGE,Cargo,inbound,2024-03-22 01:35:24+00:00,2024-03-22 01:35:53+00:00,2024-03-22 01:55:30+00:00,20.1,34.959469744613045,128.82468245823634,34.96733109601652,128.820832092998,embark,True,True,False,0.0,131.3499453288726,474.6675878245704,38.96388188010881,296.7049182146274,41.69196693283086,-226.70920989114967,8.684939759036144,10.249397590361443,0.9819277108433736,0.2329317269076305,0.0,course_aligned_only,0.7194601740294512,True,4.02,9.05,3.02,4.01,,,0.0,81.0,440150840,1631.5467274104508,1099.1711142854701,822.548053826464,1582.41067091256,1489.16067091256,-4.4697957179230166,5.663851023864893,low,30.5,enc_geojson,10.600000381469727,24.0,19.899999618530273,1.8773583870164985,safe,False,KR5G3E22_TSSBND,2104.4142639795095,10233.59472693132,Busan New Port East Breakwater East Light,breakwater_light,10233.59472693132,,0.0,0.25,,,,,,,,1.0,0.0,day,10,unknown,,,-4.4697957179230166,none,0.7194601740294512,review,weak_navigation_support;limited_sea_room,726336.2215099601,1616304.181337737,2.2252837370242218,True,True,False,True
