event_id,pilot_mmsi,vessel_mmsi,pilot_ship_name,vessel_ship_name,vessel_ship_type_class,traffic_direction,start_time,meeting_time,end_time,duration_min,meeting_lat,meeting_lon,centroid_lat,centroid_lon,transfer_zone_class,inside_static_zone,inside_embark_zone,inside_disembark_zone,min_distance_m,avg_distance_m,max_distance_m,min_antenna_distance_m,avg_antenna_distance_m,min_center_distance_m,min_domain_clearance_m,avg_rel_speed_kn,avg_heading_diff_deg,course_aligned_share,speed_similar_share,boarding_operation_share,dominant_rule_tag,confidence_score,likely_transfer,escort_phase_duration_min,approach_phase_duration_min,alongside_phase_duration_min,separation_phase_duration_min,opening_distance_5min_after_transfer_m,opening_rate_m_per_min,surrounding_vessel_count_0_5nm,surrounding_vessel_count_1_0nm,nearest_third_vessel_mmsi,nearest_third_vessel_distance_m,nearest_third_vessel_center_cpa_m,nearest_third_vessel_cpa_m,nearest_third_vessel_hull_cpa_m,nearest_third_vessel_domain_clearance_m,nearest_third_vessel_tcpa_min,collision_risk_score,collision_risk_class,depth_m,depth_source,vessel_draft_m,pilot_draft_m,ukc_m,ukc_ratio,ukc_risk_class,in_fairway,fairway_name,dist_to_fairway_edge_m,dist_to_nearest_buoy_m,nearest_buoy_name,nearest_buoy_type,dist_to_breakwater_m,dist_to_restricted_area_m,sea_room_score,navigation_support_score,wind_speed_mps,wind_dir_deg,wave_height_m,visibility_km,tide_height_m,current_speed_kn,current_dir_deg,weather_exposure_score,shelter_score,night_day_flag,local_hour_kst,transfer_side_exposure,escape_corridor_availability,distance_to_open_sea_route_m,time_to_conflict_if_aborted_min,domain_overlap_fixed_hazards,transfer_feasibility_score,go_no_go,go_no_go_reason,required_ship_domain_m2,available_sea_room_m2,domain_clearance_ratio,emergency_turn_feasible,emergency_escape_route_feasible,mob_recovery_feasible,trajectory_restoration_feasible
INT_440008040_351255000_20230908_0015,440008040,351255000,SIN SUN DAE,WISDOM GRACE,Cargo,outbound,2023-09-08 00:15:06+00:00,2023-09-08 00:25:15+00:00,2023-09-08 00:32:35+00:00,17.483333333333334,35.031563971075144,128.78201710967713,35.029752570316795,128.7823530734473,study_area_other,False,False,False,0.0,222.4278236632503,490.6284353915476,32.81026646520755,315.40984688157687,21.6722546373906,-141.35942013854805,1.987878787878788,34.693939393939395,0.7121212121212122,0.8636363636363636,0.0,course_aligned_speed_similar,0.8046936026936027,True,9.62,3.5,2.62,1.74,,,13.0,23.0,440139410,128.96167235022207,151.2828760948187,-7.900362180008784,54.769288914744536,-5.530710799153155,-0.20585447966203946,6.056296604138789,high,18.0,enc_geojson,8.100000381469727,0.0,9.899999618530273,1.2222221175666095,safe,False,KR65896D_RECTRC,795.5384232422084,1887.2565108279762,Busan New Port East Breakwater West Light,breakwater_light,1887.2565108279762,,0.0,0.42938545842970954,9.9,34.0,2.0,,,,,0.503,0.6225486978344048,day,9,unknown,,,-0.20585447966203946,none,0.8046936026936027,no_go,collision_risk_high,164895.91520162107,1616304.181337737,9.801966163694559,True,False,False,False
INT_440155330_477884200_20230908_0022,440155330,477884200,HO RAN DO HO,KUO LONG,Cargo,outbound,2023-09-08 00:22:19+00:00,2023-09-08 00:31:42+00:00,2023-09-08 00:34:26+00:00,12.116666666666667,35.02977840453802,128.78428075275713,35.034757213957306,128.78363867530354,study_area_other,False,False,False,0.0,198.94791460803603,494.84225427860974,20.096594881987027,310.97110648422364,22.76531790797757,-146.37500587711344,3.6090395480225985,17.819774011299444,0.8305084745762712,0.559322033898305,0.0,course_aligned_only,0.7260703075957313,True,6.66,2.42,1.82,1.22,,,18.0,29.0,351255000,174.270827347426,128.89269978933203,-122.28910363576978,36.29957359580118,-46.70042640419882,8.567870208790428,5.705272426255569,high,18.3,enc_geojson,9.199999809265137,0.0,9.100000190734864,0.989130476021362,safe,False,KR65896D_NAVLNE,653.5562713297999,2040.4033555374954,Busan New Port East Breakwater West Light,breakwater_light,2040.4033555374954,,0.0,0.4227919378997774,9.9,34.0,2.0,,,,,0.503,0.5919193288925009,day,9,unknown,,,8.567870208790428,none,0.7260703075957313,no_go,collision_risk_high,181584.05537749003,1616304.181337737,8.901134948096887,True,False,False,False
INT_440155330_440139410_20230908_0022,440155330,440139410,HO RAN DO HO,SECHANG VENUS,Tanker,outbound,2023-09-08 00:22:36+00:00,2023-09-08 00:28:37+00:00,2023-09-08 00:34:09+00:00,11.55,35.03183411003114,128.78060449508524,35.038609838063,128.78092410409056,study_area_other,False,False,False,0.0,271.355220658876,497.59526789031594,18.411401678313343,311.16049794572234,13.806611283660247,-63.33514735115645,7.025735294117648,7.8477941176470605,1.0,0.0,0.0,course_aligned_only,0.6375476919934641,True,6.35,2.31,1.73,1.16,,,14.0,23.0,351255000,143.01558411627627,103.96591007843467,-55.21732819639281,88.9366741656737,28.636674451776003,-1.2098251537598625,5.633970348327001,high,17.7,enc_geojson,0.0,0.0,17.7,,safe,False,KR65896D_RECTRC,924.5630056143375,1896.5350207217398,Busan New Port East Breakwater West Light,breakwater_light,1896.5350207217398,,0.0,0.41063576246446504,9.9,34.0,2.0,,,,,0.503,0.620692995855652,day,9,unknown,,,-1.2098251537598625,none,0.6375476919934641,no_go,collision_risk_high,6038.141080199583,1616304.181337737,267.6824141519251,True,False,False,False
INT_440702880_309901000_20230908_0130,440702880,309901000,KOREA NO.501,MOL CELEBRATION,Cargo,inbound,2023-09-08 01:30:00+00:00,2023-09-08 01:32:54+00:00,2023-09-08 01:44:03+00:00,14.05,35.048046388113775,128.78337174385473,35.059960207445556,128.7884862263702,study_area_other,False,False,False,0.0,130.03136449082433,456.03036762422056,41.50105055433985,258.91434186631477,31.747221385560696,-233.9596624430831,0.7963133640552996,24.6442396313364,0.815668202764977,1.0,0.0,course_aligned_speed_similar,0.8274493087557604,True,2.81,6.32,2.11,2.81,,,0.0,10.0,440154020,1105.1519612858647,479.0708586348994,221.6250695900685,808.5567863398035,722.0567863398035,2.6406242588881828,5.789156045666422,medium,18.5,enc_geojson,12.899999618530273,3.5,5.600000381469727,0.43410856954023286,safe,False,KR5G3A44_RECTRC,129.85211897874916,370.91971407276526,Busan New Port East Breakwater West Light,breakwater_light,370.91971407276526,,0.0,0.6326863841361668,10.1,41.0,1.9,,,,,0.507,0.9258160571854469,day,10,unknown,,,2.6406242588881828,possible,0.8274493087557604,review,hazard_overlap_possible;collision_risk_medium;limited_sea_room,627413.7520337248,1795893.5348197073,2.862375153554451,True,False,False,False
INT_440104800_309901000_20230908_0130,440104800,309901000,YUNG CHANG 3 HO,MOL CELEBRATION,Cargo,inbound,2023-09-08 01:30:08+00:00,2023-09-08 01:30:25+00:00,2023-09-08 01:41:28+00:00,11.333333333333334,35.04272748374802,128.78483370309516,35.0615575834766,128.78859730774926,study_area_other,False,False,False,0.0,106.41737715780216,459.49021270110137,15.197396989196829,240.06554774637743,1.5091161637355537,-263.3420374433054,0.923125,15.828125,0.88125,0.86875,0.0,course_aligned_speed_similar,0.8035941840277777,True,2.27,5.1,1.7,2.26,,,0.0,1.0,440154020,1743.8480206801212,687.4345180034525,429.98872895862155,1620.65577008954,1534.15577008954,4.190640215588267,5.554739767548197,low,17.5,enc_geojson,12.899999618530273,0.0,4.600000381469727,0.356589187402923,caution,False,KR5G3A44_RECTRC,22.07531149204821,626.8987554738425,Busan New Port East Breakwater West Light,breakwater_light,626.8987554738425,,0.9,0.6470566251343937,10.1,41.0,1.9,,,,,0.507,0.8746202489052315,day,10,unknown,,,4.190640215588267,none,0.8035941840277777,review,ukc_caution,627413.7520337248,9877414.441508392,15.743063344549483,True,False,True,False
INT_441925000_303352000_20230908_0143,441925000,303352000,601.BAEK RYONG HO,PRESIDENT EISENHOWER,Cargo,inbound,2023-09-08 01:43:42+00:00,2023-09-08 01:45:42+00:00,2023-09-08 02:37:31+00:00,53.81666666666667,35.05049025185111,128.78365643809605,35.06785335562995,128.8105617975425,study_area_other,False,False,False,0.0,33.762437209205224,466.91748113638187,30.54361201621874,205.93275155448111,30.52834340885901,-235.68446593880964,0.5476190476190477,18.45347985347986,0.8351648351648352,0.1868131868131868,0.7417582417582418,boarding_operation,0.8666183862433863,True,10.76,24.22,8.07,10.77,,,15.0,42.0,215765000,478.47907774805066,305.1537674824996,-196.83204219291872,120.9872577382983,-45.2627422617017,0.5591663974776646,6.4479533996473,high,18.6,enc_geojson,11.800000190734863,4.5,6.799999809265138,0.576271160961876,safe,False,KR5G3A44_NAVLNE,275.4868181573565,446.1379280302267,Busan New Port East Breakwater West Light,breakwater_light,446.1379280302267,,0.0,0.6132684242456858,10.1,41.0,1.9,,,,,0.507,0.9107724143939546,day,10,unknown,,,0.5591663974776646,possible,0.8666183862433863,no_go,collision_risk_high,561723.0496471622,1616304.181337737,2.877404055883044,True,False,False,False
INT_440112210_303352000_20230908_0145,440112210,303352000,KOREA NO.1,PRESIDENT EISENHOWER,Cargo,inbound,2023-09-08 01:45:00+00:00,2023-09-08 01:45:40+00:00,2023-09-08 02:31:22+00:00,46.36666666666667,35.050399418517756,128.7839097714295,35.06699933765442,128.80477663690468,study_area_other,False,False,False,0.0,59.44345207521357,492.3283268536696,2.7552811653003912,155.53159838850095,25.039385437155637,-241.173423910513,0.4158241758241758,29.11340659340659,0.5494505494505495,0.3978021978021978,0.567032967032967,boarding_operation,0.8348275946275947,True,9.27,20.86,6.96,9.28,,,16.0,42.0,215765000,499.24936376929696,309.36309606099866,-192.62271361441964,155.3187340648385,-10.931265935161491,0.6275077286463199,6.440277222944051,high,18.3,enc_geojson,11.800000190734863,0.0,6.499999809265137,0.550847432559265,safe,False,KR5G3A44_RECTRC,296.59589772048287,421.96035982379425,Busan New Port East Breakwater West Light,breakwater_light,421.96035982379425,,0.0,0.6104538803039355,10.1,41.0,1.9,,,,,0.507,0.9156079280352412,day,10,unknown,,,0.6275077286463199,possible,0.8348275946275947,no_go,collision_risk_high,561723.0496471622,1616304.181337737,2.877404055883044,True,False,False,False
INT_440335980_538007063_20230908_0150,440335980,538007063,HANKOOK51,SEAMAX NORWALK,Cargo,inbound,2023-09-08 01:50:00+00:00,2023-09-08 01:50:48+00:00,2023-09-08 02:04:59+00:00,14.983333333333333,35.04625819747294,128.78412668681,35.06157067234817,128.78744917362437,study_area_other,False,False,False,0.0,116.36913540746646,493.23105759774216,11.030468442018286,240.32570986038348,12.662946968547304,-239.2351046986564,0.7501746216530849,12.40209545983702,0.918509895227008,0.9487776484284052,0.0,course_aligned_speed_similar,0.8583378605613762,True,3.0,6.74,2.25,2.99,,,9.0,53.0,215765000,549.3810550565257,360.5971659840037,-141.3886436914146,87.64333480049237,-78.60666519950763,-0.37435720926987315,6.737761123687148,high,17.9,enc_geojson,13.199999809265137,0.0,4.700000190734862,0.3560606256551543,caution,False,KR5G3A44_NAVLNE,120.09227679537227,355.494840356611,Busan New Port East Breakwater West Light,breakwater_light,355.494840356611,,0.0,0.6339876964272837,10.1,41.0,1.9,,,,,0.507,0.9289010319286778,day,10,unknown,,,-0.37435720926987315,possible,0.8583378605613762,no_go,collision_risk_high,561723.0496471622,1616304.181337737,2.877404055883044,True,False,False,False
INT_440016540_538007063_20230908_0150,440016540,538007063,SAMHO T-9,SEAMAX NORWALK,Cargo,inbound,2023-09-08 01:50:03+00:00,2023-09-08 01:51:24+00:00,2023-09-08 02:03:14+00:00,13.183333333333334,35.04900079596355,128.78375062675389,35.06201560490944,128.78771477662173,study_area_other,False,False,False,0.0,107.67692562794348,417.82938644718377,18.987680919383457,256.67919763086513,14.116060996860694,-239.33190025360173,0.5601063829787233,12.449468085106384,0.9069148936170212,1.0,0.0,course_aligned_speed_similar,0.8470265218676122,True,2.64,5.93,1.98,2.63,,,13.0,51.0,440154020,651.1603045962618,443.6387373051866,199.1405113528034,470.5049904147895,388.2549904147895,1.624521437695496,5.868076348356102,medium,18.5,enc_geojson,13.199999809265137,0.0,5.300000190734863,0.40151517176650037,safe,False,KR5G3A44_RECTRC,213.6296475081988,356.1794737639532,Busan New Port East Breakwater West Light,breakwater_light,356.1794737639532,,0.0,0.6215160469989068,10.1,41.0,1.9,,,,,0.507,0.9287641052472093,day,10,unknown,,,1.624521437695496,possible,0.8470265218676122,review,hazard_overlap_possible;collision_risk_medium;limited_sea_room,561723.0496471622,1616304.181337737,2.877404055883044,True,False,False,False
INT_440112210_229464000_20230908_0210,440112210,229464000,KOREA NO.1,CMA CGM INTEGRITY,Cargo,outbound,2023-09-08 02:10:17+00:00,2023-09-08 02:10:17+00:00,2023-09-08 02:28:13+00:00,17.933333333333334,35.06872465692973,128.81280811891293,35.06841856997324,128.81346493051478,study_area_other,False,False,False,157.85455153167118,221.4746615255961,260.0150453361568,311.3218723927453,392.9342978317056,368.1177469953487,51.35455153167118,0.773913043478261,68.05652173913043,0.3043478260869565,0.0,0.6956521739130435,boarding_operation,0.6135131144916253,True,9.86,3.59,2.69,1.79,,,26.0,26.0,303352000,185.38318179227446,325.85736643242933,-176.12844324298896,75.49294591640131,-90.75705408359869,-4.780583873367068,6.918979511287956,high,16.1,enc_geojson,11.600000381469727,0.0,4.499999618530275,0.3879309888402023,caution,False,KR5G3A44_RECTRC,729.7420223565379,2880.796775807528,Busan New Port East Breakwater East Light,breakwater_light,2880.796775807528,,0.0,0.3527010636857949,9.4,38.0,1.7,,,,,0.548,0.4238406448384944,day,11,unknown,,,-4.780583873367068,none,0.6135131144916253,no_go,collision_risk_high,841670.3710085487,1616304.181337737,1.920352951715489,True,False,False,False
