event_id,pilot_mmsi,vessel_mmsi,pilot_ship_name,vessel_ship_name,vessel_ship_type_class,traffic_direction,start_time,meeting_time,end_time,duration_min,meeting_lat,meeting_lon,centroid_lat,centroid_lon,transfer_zone_class,inside_static_zone,inside_embark_zone,inside_disembark_zone,min_distance_m,avg_distance_m,max_distance_m,min_antenna_distance_m,avg_antenna_distance_m,min_center_distance_m,min_domain_clearance_m,avg_rel_speed_kn,avg_heading_diff_deg,course_aligned_share,speed_similar_share,boarding_operation_share,dominant_rule_tag,confidence_score,likely_transfer,escort_phase_duration_min,approach_phase_duration_min,alongside_phase_duration_min,separation_phase_duration_min,opening_distance_5min_after_transfer_m,opening_rate_m_per_min,surrounding_vessel_count_0_5nm,surrounding_vessel_count_1_0nm,nearest_third_vessel_mmsi,nearest_third_vessel_distance_m,nearest_third_vessel_center_cpa_m,nearest_third_vessel_cpa_m,nearest_third_vessel_hull_cpa_m,nearest_third_vessel_domain_clearance_m,nearest_third_vessel_tcpa_min,collision_risk_score,collision_risk_class,depth_m,depth_source,vessel_draft_m,pilot_draft_m,ukc_m,ukc_ratio,ukc_risk_class,in_fairway,fairway_name,dist_to_fairway_edge_m,dist_to_nearest_buoy_m,nearest_buoy_name,nearest_buoy_type,dist_to_breakwater_m,dist_to_restricted_area_m,sea_room_score,navigation_support_score,wind_speed_mps,wind_dir_deg,wave_height_m,visibility_km,tide_height_m,current_speed_kn,current_dir_deg,weather_exposure_score,shelter_score,night_day_flag,local_hour_kst,transfer_side_exposure,escape_corridor_availability,distance_to_open_sea_route_m,time_to_conflict_if_aborted_min,domain_overlap_fixed_hazards,transfer_feasibility_score,go_no_go,go_no_go_reason,required_ship_domain_m2,available_sea_room_m2,domain_clearance_ratio,emergency_turn_feasible,emergency_escape_route_feasible,mob_recovery_feasible,trajectory_restoration_feasible
INT_440155330_441236000_20231015_0010,440155330,441236000,HO RAN DO HO,DONGJIN FORTUNE,Cargo,outbound,2023-10-15 00:10:15+00:00,2023-10-15 00:11:36+00:00,2023-10-15 00:20:25+00:00,10.166666666666666,35.065170858363345,128.7835482435588,35.06266768402057,128.78296607609747,study_area_other,False,False,False,182.20610931214884,312.135574223719,494.17227099650216,287.51981448375176,426.4492276437882,273.4659390699423,134.70610931214884,1.027433628318584,25.24513274336283,0.4778761061946903,0.9292035398230089,0.0,speed_similar_only,0.6300948447371943,True,5.59,2.03,1.52,1.03,,,0.0,0.0,440121620,3113.549154408343,812.4283020392041,697.9655308221891,3668.969670817456,3630.469670817456,12.248203958202057,4.747227028077381,low,17.9,enc_geojson,6.599999904632568,0.0,11.30000009536743,1.7121212513103086,safe,False,KR65886D_RECTRC,256.15631828472704,780.9043657350466,Busan New Port Seocon Halla South Light,breakwater_light,780.9043657350466,,1.0,0.6158458242287032,6.1,281.0,0.8,,,,,0.7370000000000001,0.8438191268529907,day,9,unknown,,,12.248203958202057,none,0.6300948447371943,go,context_enriched,106185.83169133501,10775361.208918246,101.476449704142,True,True,True,True
INT_440132580_441933000_20231015_0441,440132580,441933000,NO.307 DAE RYONG,KMTC TIANJIN,Cargo,inbound,2023-10-15 04:41:28+00:00,2023-10-15 04:41:28+00:00,2023-10-15 05:22:09+00:00,40.68333333333333,35.066410723082726,128.799132214131,35.06828314978752,128.8002669548569,study_area_other,False,False,False,0.0,10.036526983136705,71.44317254437917,39.86341207949545,115.99077376508312,7.927375497155026,-177.38931678245592,0.70795892169448,56.129781771501925,0.2182284980744544,0.0,0.9229781771501926,boarding_operation,0.7450589609185565,True,8.14,18.31,6.1,8.13,,,0.0,16.0,440117010,1081.490320419793,744.187724861685,558.4746659998848,980.8926503782282,913.2426505212793,-2.9769867969597708,5.815558657123126,low,16.8,enc_geojson,10.5,0.0,6.300000000000001,0.6000000000000001,safe,False,KR5G3A44_NAVLNE,335.1227891135336,2090.1602978705127,Busan New Port West Breakwater Light,breakwater_light,2090.1602978705127,,0.0,0.4569569118064434,6.4,301.0,0.7,,,,,0.738,0.5819679404258975,day,13,unknown,,,-2.9769867969597708,none,0.7450589609185565,review,limited_sea_room,309660.5046790387,1616304.181337737,5.219600681762845,True,True,False,True
INT_440005000_440279000_20231015_0515,440005000,440279000,YUNG CHANG T-1,GRACE BRIDGE,Cargo,inbound,2023-10-15 05:15:03+00:00,2023-10-15 05:18:42+00:00,2023-10-15 05:36:12+00:00,21.15,35.042345329146,128.78442595628405,35.05722567524178,128.78466553879213,study_area_other,False,False,False,0.0,174.28502926957208,477.4959637547689,17.78412379373154,230.00991036021983,18.45145652434068,-101.02065468953153,0.6843426883308714,10.364549483013295,0.9556868537666174,0.9246676514032496,0.0,course_aligned_speed_similar,0.914075599048088,True,4.23,9.52,3.17,4.23,,,0.0,60.0,440154990,1000.715652970619,654.1854533186264,540.8652555987601,967.1018517979852,914.9018515118829,-3.84258568146329,5.66720290578824,low,18.4,enc_geojson,0.0,0.0,18.4,,safe,False,KR65896D_RECTRC,37.19712436614702,680.5374659093876,Busan New Port East Breakwater West Light,breakwater_light,680.5374659093876,,0.0,0.6450403834178471,8.2,315.0,0.7,,,,,0.684,0.8638925068181225,day,14,unknown,,,-3.84258568146329,none,0.914075599048088,review,limited_sea_room,62831.853071795864,1616304.181337737,25.72428,True,True,False,True
INT_440030820_440279000_20231015_0518,440030820,440279000,NO.7 YONGSUNG,GRACE BRIDGE,Cargo,inbound,2023-10-15 05:18:43+00:00,2023-10-15 05:20:24+00:00,2023-10-15 05:33:53+00:00,15.166666666666666,35.046702142903655,128.78303434930783,35.057400164956235,128.78442902712771,study_area_other,False,False,False,0.0,170.92380876608655,484.07740593091705,27.405507297675086,232.10546098850543,27.162556194305814,-88.96315828484,0.6831249999999999,11.159375000000002,0.90625,0.975,0.0,course_aligned_speed_similar,0.8637243923611111,True,3.03,6.82,2.28,3.04,,,0.0,28.0,440154990,1295.2894030523184,1075.186270853469,961.8660731336028,1250.8325964028431,1198.6325961167408,-2.8188512352134767,5.219132632551262,low,18.5,enc_geojson,0.0,0.0,18.5,,safe,False,KR5G3A44_NAVLNE,31.57657698382523,424.5644156159744,Busan New Port East Breakwater West Light,breakwater_light,424.5644156159744,,0.0,0.6457897897354901,8.2,315.0,0.7,,,,,0.684,0.9150871168768051,day,14,unknown,,,-2.8188512352134767,possible,0.8637243923611111,review,hazard_overlap_possible;limited_sea_room,62831.853071795864,1616304.181337737,25.72428,True,True,False,True
INT_440030820_255806072_20231015_0704,440030820,255806072,NO.7 YONGSUNG,AS COLUMBIA,Cargo,inbound,2023-10-15 07:04:24+00:00,2023-10-15 07:04:24+00:00,2023-10-15 07:19:04+00:00,14.666666666666666,35.0453590400096,128.7836186681593,35.06368250303713,128.78922104992878,study_area_other,False,False,False,0.0,67.93863845987201,480.8829286685065,33.99599449893853,164.98779402744208,29.059067510197757,-160.98419985459407,0.5472727272727272,8.867727272727274,0.9090909090909092,0.7136363636363636,0.0,course_aligned_speed_similar,0.8412681818181817,True,2.93,6.6,2.2,2.94,,,44.0,92.0,440013330,457.4412511000781,502.67430434112526,325.7761302542407,393.5944496521432,333.8444496521432,0.5780075548080432,5.978585279376117,low,18.2,enc_geojson,8.899999618530273,0.0,9.300000381469726,1.0449439078746283,safe,False,KR5G3A44_NAVLNE,25.982966618273743,451.5992177667831,Busan New Port East Breakwater West Light,breakwater_light,451.5992177667831,,0.0,0.6465356044508969,7.4,321.0,0.8,,,,,0.6980000000000001,0.9096801564466434,day,16,unknown,,,0.5780075548080432,possible,0.8412681818181817,review,hazard_overlap_possible;limited_sea_room,306877.05358795816,1616304.181337737,5.266943756270347,True,True,False,True
INT_440412320_477065200_20231015_0918,440412320,477065200,,COSCO FORTUNE,Cargo,inbound,2023-10-15 09:18:05+00:00,2023-10-15 09:19:36+00:00,2023-10-15 10:30:46+00:00,72.68333333333334,35.0455348479097,128.78468273381765,35.06806433495175,128.80833589683283,study_area_other,False,False,False,0.0,20.848983466024425,432.2647501168655,10.356114848976222,220.14847595710873,19.77398343069669,-296.78817512053155,0.5331478537360891,20.589745627980925,0.7233704292527822,0.1049284578696343,0.643879173290938,boarding_operation,0.8398803546193253,True,14.54,32.71,10.9,14.53,,,96.0,280.0,440154020,401.11627796047696,404.41679455125575,109.56921939531298,257.24931493256736,158.24931493256736,10.965234928179777,5.807253501361563,medium,18.0,enc_geojson,14.5,,3.5,0.2413793103448276,caution,False,KR5G3A44_RECTRC,141.33439840824423,367.41690391851256,Busan New Port East Breakwater West Light,breakwater_light,367.41690391851256,,0.0,0.6311554135455674,5.6,325.0,0.8,,,,,0.752,0.9265166192162975,night,18,unknown,,,10.965234928179777,possible,0.8398803546193253,review,hazard_overlap_possible;collision_risk_medium;ukc_caution;limited_sea_room,841670.3710085487,1616304.181337737,1.920352951715489,True,False,False,False
INT_440412320_440013330_20231015_0945,440412320,440013330,,PILOT.TAEJONGDAE,Other_Reserved,inbound,2023-10-15 09:45:06+00:00,2023-10-15 09:54:26+00:00,2023-10-15 10:14:46+00:00,29.666666666666668,35.068865085408994,128.8117810425473,35.06883377797597,128.81207954501463,study_area_other,False,False,False,30.91179449057039,128.83583777101828,238.3537311733728,60.262084080640626,159.03345198986662,62.107769184030005,11.41179449057039,0.9352060843964672,70.16251226692836,0.1494111874386653,0.0,0.9408734052993132,boarding_operation,0.6998118911117858,True,5.93,13.35,4.45,5.94,,,134.0,176.0,477065200,70.01609569865315,74.33778225186228,-211.93015585689773,0.0,-208.50827710737678,0.45064646288346216,5.79660842251282,high,17.8,enc_geojson,6.0,,11.8,1.9666666666666668,safe,False,KR5G3A44_RECTRC,668.2549337007376,2838.5896538219486,Busan New Port East Breakwater East Light,breakwater_light,2838.5896538219486,,0.0,0.36089934217323494,5.6,325.0,0.8,,,,,0.752,0.4322820692356103,night,18,unknown,,,0.45064646288346216,none,0.6998118911117858,no_go,collision_risk_high,760.26542216873,1616304.181337737,2125.9735537190086,True,False,False,False
INT_440152850_441973000_20231015_1004,440152850,441973000,SUNJIN NO.5,HAKATA VOYAGER,Cargo,inbound,2023-10-15 10:04:58+00:00,2023-10-15 10:05:48+00:00,2023-10-15 10:36:09+00:00,31.183333333333337,35.04736166015392,128.78435289728736,35.062811895949494,128.79137510300262,study_area_other,False,False,False,0.0,65.84830706932202,493.80101909085806,8.691891955083358,113.7903630065569,2.0893922046381497,-114.21171258893176,0.4377450980392156,16.879289215686274,0.7830882352941176,0.4485294117647059,0.4044117647058823,boarding_operation,0.8706018518518519,True,6.24,14.03,4.68,6.23,,,2.0,18.0,440085380,897.3919984813721,143.72804792804794,5.712359739192607,765.1277595680392,717.8777595680392,1.8856045827985526,5.3779020268925946,high,18.2,enc_geojson,7.199999809265137,0.0,11.000000190734863,1.5277778447410224,safe,False,KR5G3A44_NAVLNE,195.66454271146844,288.7955999642835,Busan New Port East Breakwater West Light,breakwater_light,288.7955999642835,,0.0,0.5757787943110904,6.4,312.0,0.7,,,,,0.738,0.9422408800071433,night,19,unknown,,,1.8856045827985526,possible,0.8706018518518519,no_go,collision_risk_high,104558.4866967755,1616304.181337737,15.458373895799532,True,False,False,False
INT_440030820_636021108_20231015_1207,440030820,636021108,NO.7 YONGSUNG,SEABREEZE,Cargo,inbound,2023-10-15 12:07:03+00:00,2023-10-15 12:13:53+00:00,2023-10-15 12:39:33+00:00,32.5,35.050304967163214,128.78571713654287,35.06229030791554,128.7897375620094,study_area_other,False,False,False,74.821473103809,296.79814387994173,468.4403067382744,176.265687383754,374.9995237113345,187.6956653609438,13.821473103809012,1.4913043478260868,19.31159420289855,0.7681159420289855,0.5797101449275363,0.0,course_aligned_only,0.7928255138832863,True,6.5,14.62,4.88,6.5,,,20.0,36.0,255802470,101.66875766728855,132.99296595398326,-58.0303534677125,441.48055165606877,376.73055165606877,174.45342963376933,0.8565073966774293,high,16.8,enc_geojson,9.699999809265137,0.0,7.100000190734864,0.7319587969427758,safe,False,KR5G3A44_NAVLNE,473.70355148416024,305.971659316934,Busan New Port East Breakwater West Light,breakwater_light,305.971659316934,,0.0,0.5868395264687787,5.4,272.0,0.8,,,,,0.758,0.9388056681366133,night,21,unknown,,,174.45342963376933,possible,0.7928255138832863,no_go,collision_risk_high,248820.4213496188,1616304.181337737,6.495866266003384,True,False,False,False
INT_440152850_441743000_20231015_1212,440152850,441743000,SUNJIN NO.5,SANSTAR DREAM,Cargo,inbound,2023-10-15 12:12:08+00:00,2023-10-15 12:14:29+00:00,2023-10-15 12:32:28+00:00,20.333333333333332,35.06565874772521,128.79089758802772,35.068213239843274,128.80080703529777,study_area_other,False,False,False,0.0,140.65924047297938,484.8402076734208,8.66151719531371,232.1211975557189,10.314068384932458,-121.09880446668365,0.446590909090909,17.37784090909091,0.8295454545454546,0.1988636363636363,0.0,course_aligned_only,0.8330421401515151,True,4.07,9.15,3.05,4.06,,,4.0,24.0,636021108,403.7309897854857,482.8650245282197,219.70444399555026,308.72576318295916,221.7257631829592,0.36140803704001306,6.103606325838611,medium,17.8,enc_geojson,6.099999904632568,0.0,11.700000095367432,1.9180328325057865,safe,False,KR5G3A44_NAVLNE,32.50390449162548,1392.923869346442,Busan New Port West Breakwater Light,breakwater_light,1392.923869346442,,0.0,0.6135121678433764,5.4,272.0,0.8,,,,,0.758,0.7214152261307116,night,21,unknown,,,0.36140803704001306,none,0.8330421401515151,review,collision_risk_medium;limited_sea_room,139492.99700469399,1616304.181337737,11.586991576955995,True,False,False,False
