event_id,pilot_mmsi,vessel_mmsi,pilot_ship_name,vessel_ship_name,vessel_ship_type_class,traffic_direction,start_time,meeting_time,end_time,duration_min,meeting_lat,meeting_lon,centroid_lat,centroid_lon,transfer_zone_class,inside_static_zone,inside_embark_zone,inside_disembark_zone,min_distance_m,avg_distance_m,max_distance_m,min_antenna_distance_m,avg_antenna_distance_m,min_center_distance_m,min_domain_clearance_m,avg_rel_speed_kn,avg_heading_diff_deg,course_aligned_share,speed_similar_share,boarding_operation_share,dominant_rule_tag,confidence_score,likely_transfer,escort_phase_duration_min,approach_phase_duration_min,alongside_phase_duration_min,separation_phase_duration_min,opening_distance_5min_after_transfer_m,opening_rate_m_per_min,surrounding_vessel_count_0_5nm,surrounding_vessel_count_1_0nm,nearest_third_vessel_mmsi,nearest_third_vessel_distance_m,nearest_third_vessel_center_cpa_m,nearest_third_vessel_cpa_m,nearest_third_vessel_hull_cpa_m,nearest_third_vessel_domain_clearance_m,nearest_third_vessel_tcpa_min,collision_risk_score,collision_risk_class,depth_m,depth_source,vessel_draft_m,pilot_draft_m,ukc_m,ukc_ratio,ukc_risk_class,in_fairway,fairway_name,dist_to_fairway_edge_m,dist_to_nearest_buoy_m,nearest_buoy_name,nearest_buoy_type,dist_to_breakwater_m,dist_to_restricted_area_m,sea_room_score,navigation_support_score,wind_speed_mps,wind_dir_deg,wave_height_m,visibility_km,tide_height_m,current_speed_kn,current_dir_deg,weather_exposure_score,shelter_score,night_day_flag,local_hour_kst,transfer_side_exposure,escape_corridor_availability,distance_to_open_sea_route_m,time_to_conflict_if_aborted_min,domain_overlap_fixed_hazards,transfer_feasibility_score,go_no_go,go_no_go_reason,required_ship_domain_m2,available_sea_room_m2,domain_clearance_ratio,emergency_turn_feasible,emergency_escape_route_feasible,mob_recovery_feasible,trajectory_restoration_feasible
INT_373493000_563158200_20231115_0000,373493000,563158200,KING NO.7,ATLANTIC SOUTH,Cargo,inbound,2023-11-15 00:00:02+00:00,2023-11-15 00:01:09+00:00,2023-11-15 00:33:16+00:00,33.233333333333334,35.05057565400891,128.7845805206096,35.064991071786224,128.7948978566134,study_area_other,False,False,False,0.0,87.28480203545739,498.4930941846252,0.5559746340064731,145.89031496229987,0.4959157535865548,-139.77730528410623,0.603024861878453,19.068770718232045,0.7455801104972376,0.4348066298342541,0.3704419889502762,boarding_operation,0.8579512028084714,True,6.65,14.96,4.99,6.63,,,0.0,0.0,440366000,1875.4491876292093,897.3693157217937,687.844590504711,1633.0611336356753,1562.3111336356753,4.760238917616129,5.107771148734786,low,17.4,enc_geojson,7.0,0.0,10.399999999999999,1.4857142857142855,safe,False,KR5G3A44_RECTRC,372.4416172206563,391.8781187714002,Busan New Port East Breakwater West Light,breakwater_light,391.8781187714002,,1.0,0.6003411177039125,6.9,342.0,0.7,,,,,0.7230000000000001,0.9216243762457199,day,9,unknown,,,4.760238917616129,possible,0.8579512028084714,review,hazard_overlap_possible,111143.2648986997,10775361.208918246,96.95019503646334,True,True,True,True
INT_373493000_353666000_20231115_0012,373493000,353666000,KING NO.7,MSC MICHAELA,Cargo,inbound,2023-11-15 00:12:48+00:00,2023-11-15 00:25:19+00:00,2023-11-15 00:33:16+00:00,20.466666666666665,35.06628891684309,128.80049211126197,35.06672132119054,128.79993018852565,study_area_other,False,False,False,58.93002922546211,99.05699302893082,278.46472552219825,99.14728381872628,200.39166856116304,231.08824922432728,-38.069970774537865,1.345136186770428,46.49377431906615,0.357976653696498,0.0,0.6536964980544747,boarding_operation,0.7107181281629502,True,4.09,9.21,3.07,4.1,,,61.0,125.0,563158200,114.62903103889863,225.94903051727815,-103.78625686933825,11.541767665618039,-97.70823233438193,-1.7093890756737224,6.224824856342066,high,16.3,enc_geojson,10.199999809265137,0.0,6.100000190734864,0.5980392455688037,safe,False,KR5G3A44_RECTRC,410.03405331076453,2124.2728062677265,Busan New Port East Breakwater East Light,breakwater_light,2124.2728062677265,,0.0,0.4412833251806103,6.9,342.0,0.7,,,,,0.7230000000000001,0.5751454387464547,day,9,unknown,,,-1.7093890756737224,none,0.7107181281629502,no_go,collision_risk_high,580666.8533483086,1616304.181337737,2.7835309903047096,True,False,False,False
INT_440008040_563158200_20231115_0025,440008040,563158200,SIN SUN DAE,ATLANTIC SOUTH,Cargo,inbound,2023-11-15 00:25:19+00:00,2023-11-15 00:29:50+00:00,2023-11-15 00:36:08+00:00,10.816666666666666,35.067316536679044,128.80210233669277,35.06724345495325,128.80197058725182,study_area_other,False,False,False,0.0,73.35229905954735,450.6436061923856,42.34035475309482,170.8485665289252,40.684836086289614,-100.23540569439632,1.1898245614035088,67.00333333333332,0.3666666666666666,0.0,0.8456140350877193,boarding_operation,0.6449400097465886,True,2.16,4.87,1.62,2.17,,,11.0,73.0,353666000,172.0122595893168,267.11127977154183,-62.62400761507456,46.626226458368336,-62.623773541631635,,5.393700494782701,high,15.9,enc_geojson,7.0,0.0,8.9,1.2714285714285716,safe,False,KR5G3A44_NAVLNE,379.94652654555125,2278.035876330265,Busan New Port East Breakwater East Light,breakwater_light,2278.035876330265,,0.0,0.41966781707221557,6.9,342.0,0.7,,,,,0.7230000000000001,0.5443928247339469,day,9,unknown,,,,none,0.6449400097465886,no_go,collision_risk_high,111143.2648986997,1616304.181337737,14.542529255469503,True,False,False,False
INT_440008040_636017684_20231115_0137,440008040,636017684,SIN SUN DAE,MSC MIRJAM,Cargo,inbound,2023-11-15 01:37:52+00:00,2023-11-15 01:37:52+00:00,2023-11-15 01:59:05+00:00,21.216666666666665,34.974518871959305,128.81842362627913,34.98891497804469,128.81101205584508,study_area_other,True,True,False,0.0,102.31236116149562,425.96349665600496,20.26578577283017,277.2439048691475,20.309721445745517,-322.3492947625139,12.4017912291538,9.672019765287212,0.9407041383570104,0.2025941939468808,0.0,course_aligned_only,0.7128095189074188,True,4.24,9.55,3.18,4.25,,,0.0,19.0,440303500,1703.2974760772465,1645.1799332872042,1317.7203845059216,1432.7893489679313,1317.7893489679313,-0.02743734144501924,6.052801741631585,low,37.0,enc_geojson,11.100000381469727,0.0,25.899999618530273,2.333333218777864,safe,False,KR5G3E22_NAVLNE,379.33464736679196,8468.437366400127,Busan New Port East Breakwater East Light,breakwater_light,8468.437366400127,,0.0,0.3994220470177611,7.7,345.0,0.7,,,,,0.6990000000000001,0.0,day,10,unknown,,,-0.02743734144501924,none,0.7128095189074188,review,limited_sea_room,1005309.6491487338,1616304.181337737,1.6077675,True,True,False,True
INT_440155260_636017684_20231115_0205,440155260,636017684,JONGHAP65HO,MSC MIRJAM,Cargo,inbound,2023-11-15 02:05:08+00:00,2023-11-15 02:05:38+00:00,2023-11-15 02:17:08+00:00,12.0,35.04742683384996,128.78450202781693,35.05901107472442,128.7856461392651,study_area_other,False,False,False,0.0,78.45747759297097,400.66241387603975,41.76829797859268,256.5979119675372,38.85576352059347,-303.8032526876659,0.8754277891854894,13.69917864476386,0.9034907597535934,0.9962354551676934,0.0,course_aligned_speed_similar,0.8271777321469314,True,2.4,5.4,1.8,2.4,,,83.0,119.0,440111820,66.5084554133805,417.5292867030231,88.24583385536431,257.0690490539188,143.26904934002107,4.3994281358613945,6.242640002208999,high,18.2,enc_geojson,11.100000381469727,0.0,7.099999618530273,0.639639583290733,safe,False,KR5G3A44_NAVLNE,213.7722013241897,273.9692499213807,Busan New Port East Breakwater West Light,breakwater_light,273.9692499213807,,0.0,0.5758354981698779,7.1,338.0,0.7,,,,,0.7170000000000001,0.9452061500157238,day,11,unknown,,,4.3994281358613945,possible,0.8271777321469314,no_go,collision_risk_high,1005309.6491487338,1616304.181337737,1.6077675,True,False,False,False
INT_440008040_566456000_20231115_0207,440008040,566456000,SIN SUN DAE,GFS GISELLE,Cargo,inbound,2023-11-15 02:07:00+00:00,2023-11-15 02:07:00+00:00,2023-11-15 02:20:00+00:00,13.0,34.98589639599457,128.81260394808592,34.99556230847886,128.8084387919492,study_area_other,False,False,False,0.0,207.97003344184725,490.5648752255104,32.66268536441793,360.4094413005266,21.453644237889083,-200.4591209077383,4.180464480874318,7.924590163934426,0.9275956284153004,0.3497267759562841,0.0,course_aligned_only,0.7277667918943533,True,2.6,5.85,1.95,2.6,,,0.0,66.0,431332000,1201.1754938760157,1176.5054941245971,756.4225516747812,896.1160859408407,757.1160859408407,-0.07092164492543253,6.229327441655771,low,37.0,enc_geojson,10.0,0.0,27.0,2.7,safe,False,KR5G3E22_NAVLNE,91.48113247823224,7110.4198482718375,Busan New Port East Breakwater East Light,breakwater_light,7110.4198482718375,,0.0,0.43780251566956907,7.1,338.0,0.7,,,,,0.7170000000000001,0.0,day,11,unknown,,,-0.07092164492543253,none,0.7277667918943533,review,limited_sea_room,361911.47369354416,1616304.181337737,4.466020833333334,True,True,False,True
INT_440335980_636017684_20231115_0208,440335980,636017684,HANKOOK51,MSC MIRJAM,Cargo,inbound,2023-11-15 02:08:08+00:00,2023-11-15 02:09:08+00:00,2023-11-15 02:18:09+00:00,10.016666666666667,35.053619679729835,128.78431780808648,35.062414573394456,128.78621539146982,study_area_other,False,False,False,0.0,66.63872561486338,381.5836273944454,18.286725587395345,229.71489400908789,15.756806178226082,-312.58745234956837,0.8816924066924068,9.097232947232946,0.9527027027027029,1.0,0.0,course_aligned_speed_similar,0.8182059514872014,True,2.0,4.51,1.5,2.01,,,121.0,207.0,440111820,70.12777982137992,25.334536445747442,-303.94891640191133,0.0,-295.8305930769055,-20.075111585983528,6.447899997134882,high,17.8,enc_geojson,11.100000381469727,0.0,6.699999618530274,0.6036035484931346,safe,False,KR5G3A44_RECTRC,491.8036531013579,692.2707876338486,Busan New Port East Breakwater West Light,breakwater_light,692.2707876338486,,0.0,0.5844261795864857,7.1,338.0,0.7,,,,,0.7170000000000001,0.8615458424732303,day,11,unknown,,,-20.075111585983528,none,0.8182059514872014,no_go,collision_risk_high,1005309.6491487338,1616304.181337737,1.6077675,True,False,False,False
INT_440313260_566456000_20231115_0230,440313260,566456000,SUNJIN NO.801,GFS GISELLE,Cargo,inbound,2023-11-15 02:30:21+00:00,2023-11-15 02:32:24+00:00,2023-11-15 02:45:34+00:00,15.216666666666669,35.04904053286644,128.7852155642808,35.06068367525868,128.78867755595647,study_area_other,False,False,False,0.0,133.68801577061936,498.466580773432,7.311014543807091,251.1724208934604,10.045441293749882,-208.95209869188253,0.787338960462017,15.68131941359396,0.8354064860062195,1.0,0.0,course_aligned_speed_similar,0.8514636025963769,True,3.04,6.85,2.28,3.05,,,0.0,0.0,440366000,1997.766928174294,984.4570424471982,693.9397938651741,1680.8485677050733,1583.3485677050733,6.077117297175733,5.353325595832698,low,17.8,enc_geojson,10.0,0.0,7.800000000000001,0.78,safe,False,KR5G3A44_RECTRC,362.7507805445721,236.69043772736563,Busan New Port East Breakwater West Light,breakwater_light,236.69043772736563,,1.0,0.5621848229728295,7.1,338.0,0.7,,,,,0.7170000000000001,0.9526619124545269,day,11,unknown,,,6.077117297175733,possible,0.8514636025963769,no_go,too_close_breakwater,361911.47369354416,10775361.208918246,29.77347222222222,True,True,True,True
INT_440155330_538009273_20231115_0545,440155330,538009273,HO RAN DO HO,CONFIDENCE,Cargo,inbound,2023-11-15 05:45:28+00:00,2023-11-15 05:45:28+00:00,2023-11-15 06:00:17+00:00,14.816666666666666,34.97541039283922,128.81731545389624,34.99045900688696,128.8100534299684,study_area_other,True,True,False,0.0,198.28232951700613,499.9355675057353,28.46706291280349,293.46884788132877,33.72356835584731,-114.94044939185969,5.058195020746888,5.173340248962654,0.9927385892116184,0.1784232365145228,0.0,course_aligned_only,0.7248724786768095,True,2.96,6.67,2.22,2.97,,,0.0,0.0,440190650,3206.867689633964,2012.3863029267325,1863.7222851790254,3206.2384799091083,3155.4884799091083,-6.192355995956888,4.8938506390848255,low,37.0,enc_geojson,7.599999904632568,0.0,29.40000009536743,3.8684211137222126,safe,False,KR5G3E22_NAVLNE,222.21913876940997,8346.466494434426,Busan New Port East Breakwater East Light,breakwater_light,8346.466494434426,,1.0,0.420370781497412,6.9,356.0,0.7,,,,,0.7230000000000001,0.0,day,14,unknown,,,-6.192355995956888,none,0.7248724786768095,go,context_enriched,128484.85634651536,10775361.208918246,83.86483446623306,True,True,True,True
INT_440313250_367578740_20231115_0639,440313250,367578740,DAEJIN 11HO,PRESIDENT WILSON,Cargo,outbound,2023-11-15 06:39:10+00:00,2023-11-15 06:39:10+00:00,2023-11-15 06:53:50+00:00,14.666666666666666,35.06928621259452,128.8167634666732,35.06920410937259,128.8166582047851,study_area_other,False,False,False,0.0,0.0,0.0,78.73927434236613,94.28594371270532,53.33820225585698,-193.42826293612964,0.8445901639344263,85.02983606557376,0.2131147540983606,0.0,0.7868852459016393,boarding_operation,0.6496726775956284,True,8.07,2.93,2.2,1.47,,,65.0,71.0,235084298,397.92529800556576,462.9519269386387,-22.301726828643325,138.45009640956738,-22.29990359043262,,5.802791773912553,high,17.5,enc_geojson,12.5,0.0,5.0,0.4,safe,False,KR5G3A44_NAVLNE,854.7892945795437,3156.327129482281,Busan New Port East Breakwater East Light,breakwater_light,3156.327129482281,,0.0,0.3360280940560608,7.0,343.0,0.7,,,,,0.72,0.3687345741035437,day,15,unknown,,,,none,0.6496726775956284,no_go,collision_risk_high,482102.5254345825,1616304.181337737,3.3526150477655126,True,False,False,False
